availability,category,price,stars,title
True,default,13.12,1,logan kade (fallen crest high #5.5)
True,default,23.63,1,lola and the boy next door (anna and the french kiss #2)
True,default,22.54,1,maybe something beautiful: how art transformed a neighborhood
True,default,24.91,1,mexican today: new and rediscovered recipes for contemporary kitchens
True,default,31.63,1,my mother was nuts
True,default,16.28,1,peak: secrets from the new science of expertise
True,default,23.37,1,red dragon (hannibal lecter #1)
True,default,11.48,1,remember me?
True,default,16.23,1,shiver (the wolves of mercy falls #1)
True,default,34.22,1,siddhartha
True,default,25.15,1,talking to girls about duran duran: one young man's quest for true love and a cooler haircut
True,default,41.81,1,tell me three things
True,default,45.51,1,tell the wind and fire
True,young adult,51.22,5,america's war for the greater middle east: a military history
True,young adult,10.0,5,an abundance of katherines
True,young adult,58.81,5,approval junkie: adventures in caring too much
True,young adult,34.13,5,"blue lily, lily blue (the raven cycle #3)"
True,young adult,17.49,5,booked
True,young adult,20.75,5,critique of pure reason
True,young adult,32.35,5,"data, a love story: how i gamed online dating to meet my match"
True,young adult,52.41,5,"death note, vol. 5: whiteout (death note #5)"
True,young adult,58.0,5,digital fortress
True,young adult,35.63,5,dracula the un-dead
True,young adult,38.7,5,drama
True,young adult,42.27,5,evicted: poverty and profit in the american city
True,young adult,22.37,5,find her (detective d.d. warren #8)
True,young adult,16.96,5,fool me once
True,young adult,32.42,5,foundation (foundation (publication order) #1)
True,young adult,16.33,5,"fruits basket, vol. 5 (fruits basket #5)"
True,default,13.73,4,some women
True,default,46.08,4,the beast (black dagger brotherhood #14)
True,default,59.71,4,the bone hunters (lexy vaughan & steven macaulay #2)
True,default,27.88,4,"the demon prince of momochi house, vol. 4 (the demon prince of momochi house #4)"
True,default,52.11,4,the demonists (demonist #1)
True,default,28.23,4,the geography of bliss: one grump's search for the happiest places in the world
True,default,16.81,4,the gunning of america: business and the making of american gun culture
True,default,14.82,4,the hound of the baskervilles (sherlock holmes #5)
True,default,29.85,4,the hunger games (the hunger games #1)
True,default,38.71,4,the jazz of physics: the secret link between music and the structure of the universe
True,default,28.32,4,the passion of dolssa
True,default,59.99,4,the perfect play (play by play #1)
True,default,50.26,4,the pilgrim's progress
True,default,27.88,4,the shining (the shining #1)
True,default,52.35,4,vogue colors a to z: a fashion coloring book
True,default,10.79,4,a clash of kings (a song of ice and fire #2)
True,womens fiction,50.44,5,"fruits basket, vol. 4 (fruits basket #4)"
True,womens fiction,26.77,5,girl with a pearl earring
True,womens fiction,27.8,5,god is not great: how religion poisons everything
True,womens fiction,32.49,5,gone with the wind
True,womens fiction,14.74,5,harry potter and the chamber of secrets (harry potter #2)
True,womens fiction,48.75,5,harry potter and the half-blood prince (harry potter #6)
True,womens fiction,31.63,5,harry potter and the order of the phoenix (harry potter #5)
True,womens fiction,24.17,5,harry potter and the prisoner of azkaban (harry potter #3)
True,womens fiction,13.9,5,harry potter and the sorcerer's stone (harry potter #1)
True,womens fiction,25.01,5,it
True,womens fiction,28.07,5,little women (little women #1)
True,womens fiction,34.79,5,misery
True,womens fiction,20.44,5,mockingjay (the hunger games #3)
True,womens fiction,47.51,5,needful things
True,womens fiction,12.75,5,night shift (night shift #1-20)
True,womens fiction,20.02,5,no one here gets out alive
True,thriller,24.04,2,we are all completely beside ourselves
True,thriller,31.95,2,we the people: the modern-day figures who have reshaped and affirmed the founding fathers' vision of america
True,thriller,30.89,2,when you are engulfed in flames
True,thriller,18.13,2,"where'd you go, bernadette"
True,thriller,46.02,2,wild: from lost to found on the pacific crest trail
True,thriller,21.8,2,world war z: an oral history of the zombie war
True,thriller,17.73,2,wuthering heights
True,thriller,34.77,2,zero history (blue ant #3)
True,thriller,49.56,2,'salem's lot
True,thriller,27.62,2,"a history of god: the 4,000-year quest of judaism, christianity, and islam"
True,thriller,55.65,2,a new earth: awakening to your life's purpose
True,thriller,56.43,2,a walk to remember
True,thriller,57.22,2,animal farm
True,thriller,26.58,2,atlas shrugged
True,thriller,21.94,2,can you keep a secret?
True,thriller,58.63,2,candide
True,young adult,23.59,3,the smitten kitchen cookbook
True,young adult,57.86,3,the stand
True,young adult,48.77,3,the thing about jellyfish
True,young adult,10.02,3,the tipping point: how little things can make a big difference
True,young adult,15.77,3,the travelers
True,young adult,45.75,3,the undomestic goddess
True,young adult,14.41,3,"the wicked + the divine, vol. 3: commercial suicide (the wicked + the divine)"
True,young adult,56.07,3,the wild robot
True,young adult,21.14,3,"thinking, fast and slow"
True,young adult,23.21,3,three-martini lunch
True,young adult,53.51,3,"trespassing across america: one man's epic, never-done-before (and sort of illegal) hike across the heartland"
True,young adult,42.8,3,twenties girl
True,young adult,41.93,3,twilight (twilight #1)
True,young adult,32.74,3,two boys kissing
True,young adult,30.0,3,under the banner of heaven: a story of violent faith
True,young adult,58.09,3,"unstuffed: decluttering your home, mind, and soul"
True,mystery,43.59,5,the lonely ones
True,mystery,58.09,5,the lover's dictionary
True,mystery,20.93,5,the maze runner (the maze runner #1)
True,mystery,37.25,5,the name of god is mercy
True,mystery,52.53,5,the nanny diaries (nanny #1)
True,mystery,44.92,5,the new guy (and other senior year distractions)
True,mystery,26.26,5,the nightingale
True,mystery,45.43,5,the obsession
True,mystery,36.8,5,the paris wife
True,mystery,29.7,5,the picture of dorian gray
True,mystery,12.25,5,the purest hook (second circle tattoos #3)
True,mystery,37.19,5,the purpose driven life: what on earth am i here for?
True,mystery,35.66,5,the red tent
True,mystery,34.77,5,the rest is noise: listening to the twentieth century
True,mystery,10.92,5,the restaurant at the end of the universe (hitchhiker's guide to the galaxy #2)
True,mystery,42.57,5,the rise of theodore roosevelt (theodore roosevelt #1)
True,business,26.33,3,the day the crayons came home (crayons)
True,business,52.25,3,the demon-haunted world: science as a candle in the dark
True,business,44.29,3,the devil wears prada (the devil wears prada #1)
True,business,57.35,3,"the disappearing spoon: and other true tales of madness, love, and the history of the world from the periodic table of the elements"
True,business,13.03,3,"the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory"
True,business,22.13,3,"the end of faith: religion, terror, and the future of reason"
True,business,43.45,3,the exiled
True,business,57.48,3,the girl who kicked the hornet's nest (millennium trilogy #3)
True,business,22.14,3,the girl who played with fire (millennium trilogy #2)
True,business,49.47,3,the girl with all the gifts
True,business,12.3,3,the giver (the giver quartet #1)
True,business,43.58,3,the goldfinch
True,business,49.53,3,the guernsey literary and potato peel pie society
True,business,14.54,3,the guns of august
True,business,47.8,3,the hitchhiker's guide to the galaxy (hitchhiker's guide to the galaxy #1)
True,business,52.51,3,the husband's secret
True,fiction,46.45,2,shopaholic & baby (shopaholic #5)
True,fiction,24.72,2,soldier (talon #3)
True,fiction,54.62,2,something blue (darcy & rachel #2)
True,fiction,48.96,2,something borrowed (darcy & rachel #1)
True,fiction,49.51,2,spilled milk: based on a true story
True,fiction,36.74,2,stiff: the curious lives of human cadavers
True,fiction,25.83,2,"surely you're joking, mr. feynman!: adventures of a curious character"
True,fiction,22.1,2,the art of fielding
True,fiction,34.32,2,"the art of simple food: notes, lessons, and recipes from a delicious revolution"
True,fiction,23.43,2,the autobiography of malcolm x
True,fiction,53.71,2,the blind side: evolution of a game
True,fiction,44.84,2,the book of basketball: the nba according to the sports guy
True,fiction,53.49,2,the book thief
True,fiction,47.84,2,the case for christ (cases for christianity)
True,fiction,16.26,2,the cat in the hat (beginner books b-1)
True,fiction,24.55,2,the catcher in the rye
True,add a comment,32.87,2,one for the money (stephanie plum #1)
True,add a comment,24.61,2,orange is the new black
True,add a comment,31.45,2,original fake
True,add a comment,14.16,2,outliers: the story of success
True,add a comment,56.68,2,packing for mars: the curious science of life in the void
True,add a comment,39.13,2,persepolis: the story of a childhood (persepolis #1-2)
True,add a comment,43.63,2,prodigy: the graphic novel (legend: the graphic novel #2)
True,add a comment,43.55,2,quiet: the power of introverts in a world that can't stop talking
True,add a comment,19.07,2,ready player one
True,add a comment,28.54,2,red: the true story of red riding hood
True,add a comment,11.1,2,reservations for two
True,add a comment,44.88,2,rework
True,add a comment,41.67,2,"rise of the rocket girls: the women who propelled us, from missiles to the moon to mars"
True,add a comment,50.11,2,rogue lawyer (rogue lawyer #1)
True,add a comment,12.91,2,running with scissors
True,add a comment,21.57,2,"saga, volume 3 (saga (collected editions) #3)"
True,nonfiction,53.04,1,lady renegades (rebel belle #3)
True,nonfiction,55.5,1,"lamb: the gospel according to biff, christ's childhood pal"
True,nonfiction,25.02,1,"lean in: women, work, and the will to lead"
True,nonfiction,43.69,1,legend (legend #1)
True,nonfiction,45.11,1,let's pretend this never happened: a mostly true memoir
True,nonfiction,22.2,1,letter to a christian nation
True,nonfiction,26.13,1,life after life
True,nonfiction,59.04,1,life without a recipe
True,nonfiction,33.26,1,"life, the universe and everything (hitchhiker's guide to the galaxy #3)"
True,nonfiction,12.47,1,lila (gilead #3)
True,nonfiction,11.87,1,lust & wonder
True,nonfiction,34.98,1,manuscript found in accra
True,nonfiction,57.6,1,me talk pretty one day
True,nonfiction,55.46,1,midnight riot (peter grant/ rivers of london - books #1)
True,nonfiction,57.83,1,"miracles from heaven: a little girl, her journey to heaven, and her amazing story of healing"
True,nonfiction,29.4,1,morning star (red rising #3)
True,fiction,42.21,1,golden (heart of dread #3)
True,fiction,37.6,1,gone girl
True,fiction,26.66,1,gratitude
True,fiction,42.72,1,"grayson, vol 3: nemesis (grayson #3)"
True,fiction,10.79,1,green eggs and ham (beginner books b-16)
True,fiction,44.07,1,heir to the sky
True,fiction,51.07,1,holidays on ice
True,fiction,37.52,1,horrible bear!
True,fiction,54.89,1,house of leaves
True,fiction,43.7,1,"house of lost worlds: dinosaurs, dynasties, and the story of life on earth"
True,fiction,33.14,1,hungry girl clean & hungry: easy all-natural recipes for healthy eating in the real world
True,fiction,28.88,1,i am malala: the girl who stood up for education and was shot by the taliban
True,fiction,19.69,1,i've got your number
True,fiction,49.97,1,if i run (if i run #1)
True,fiction,28.85,1,"in the garden of beasts: love, terror, and an american family in hitler's berlin"
